metagenome	group	depth	presence
SRR14722002	Beijerinckiaceae	1027194714	rRNA detected
SRR14722002	Sphingomonadaceae	1027194714	rRNA detected
SRR14722002	Trebouxiophyceae	1027194714	rRNA detected
SRR14722002	Tremellomycetes	1027194714	rRNA detected
SRR14722047	Acetobacteraceae	1030012374	rRNA detected
SRR14722047	Acidobacteriaceae	1030012374	rRNA detected
SRR14722047	Beijerinckiaceae	1030012374	rRNA detected
SRR14722047	Sphingomonadaceae	1030012374	rRNA detected
SRR14722047	Trebouxiophyceae	1030012374	rRNA detected
SRR14722047	Cystobasidiomycetes	1030012374	rRNA detected
SRR14722047	Tremellomycetes	1030012374	rRNA detected
SRR14721998	Acetobacteraceae	1033038414	rRNA detected
SRR14721998	Acidobacteriaceae	1033038414	rRNA detected
SRR14721998	Beijerinckiaceae	1033038414	rRNA detected
SRR14721998	Sphingomonadaceae	1033038414	rRNA detected
SRR14721998	Trebouxiophyceae	1033038414	rRNA detected
SRR14722006	Acetobacteraceae	1036372796	rRNA detected
SRR14722006	Acidobacteriaceae	1036372796	rRNA detected
SRR14722006	Beijerinckiaceae	1036372796	rRNA detected
SRR14722006	Sphingomonadaceae	1036372796	rRNA detected
SRR14722006	Trebouxiophyceae	1036372796	rRNA detected
SRR14722006	Tremellomycetes	1036372796	rRNA detected
SRR14721987	Acidobacteriaceae	1078541660	rRNA detected
SRR14721987	Beijerinckiaceae	1078541660	rRNA detected
SRR14721987	Sphingomonadaceae	1078541660	rRNA detected
SRR14721987	Trebouxiophyceae	1078541660	rRNA detected
SRR14721991	Acetobacteraceae	1081278384	rRNA detected
SRR14721991	Acidobacteriaceae	1081278384	rRNA detected
SRR14721991	Beijerinckiaceae	1081278384	rRNA detected
SRR14721991	Sphingomonadaceae	1081278384	rRNA detected
SRR14721991	Trebouxiophyceae	1081278384	rRNA detected
SRR12240175	Acetobacteraceae	1101309616	rRNA detected
SRR12240175	Acidobacteriaceae	1101309616	rRNA detected
SRR12240175	Beijerinckiaceae	1101309616	rRNA detected
SRR12240175	Trebouxiophyceae	1101309616	rRNA detected
SRR14722021	Acetobacteraceae	1107319844	rRNA detected
SRR14722021	Beijerinckiaceae	1107319844	rRNA detected
SRR14722021	Sphingomonadaceae	1107319844	rRNA detected
SRR14722021	Trebouxiophyceae	1107319844	rRNA detected
SRR14722021	Tremellomycetes	1107319844	rRNA detected
SRR14722003	Acetobacteraceae	1111555394	rRNA detected
SRR14722003	Sphingomonadaceae	1111555394	rRNA detected
SRR14722003	Trebouxiophyceae	1111555394	rRNA detected
SRR14722003	Cystobasidiomycetes	1111555394	rRNA detected
SRR14722003	Tremellomycetes	1111555394	rRNA detected
SRR14722031	Acetobacteraceae	1112283516	rRNA detected
SRR14722031	Beijerinckiaceae	1112283516	rRNA detected
SRR14722031	Sphingomonadaceae	1112283516	rRNA detected
SRR14722031	Trebouxiophyceae	1112283516	rRNA detected
SRR14722031	Tremellomycetes	1112283516	rRNA detected
SRR14722022	Acetobacteraceae	1123401344	rRNA detected
SRR14722022	Acidobacteriaceae	1123401344	rRNA detected
SRR14722022	Trebouxiophyceae	1123401344	rRNA detected
SRR14722022	Cystobasidiomycetes	1123401344	rRNA detected
SRR14722005	Acetobacteraceae	1141070760	rRNA detected
SRR14722005	Acidobacteriaceae	1141070760	rRNA detected
SRR14722005	Beijerinckiaceae	1141070760	rRNA detected
SRR14722005	Sphingomonadaceae	1141070760	rRNA detected
SRR14722005	Trebouxiophyceae	1141070760	rRNA detected
SRR14722005	Tremellomycetes	1141070760	rRNA detected
SRR12240178	Acetobacteraceae	1141955117	rRNA detected
SRR12240178	Acidobacteriaceae	1141955117	rRNA detected
SRR12240178	Beijerinckiaceae	1141955117	rRNA detected
SRR12240178	Sphingomonadaceae	1141955117	rRNA detected
SRR12240178	Trebouxiophyceae	1141955117	rRNA detected
SRR12240178	Cystobasidiomycetes	1141955117	rRNA detected
SRR14722015	Acetobacteraceae	1157540028	rRNA detected
SRR14722015	Acidobacteriaceae	1157540028	rRNA detected
SRR14722015	Beijerinckiaceae	1157540028	rRNA detected
SRR14722015	Sphingomonadaceae	1157540028	rRNA detected
SRR14722015	Trebouxiophyceae	1157540028	rRNA detected
SRR14722015	Tremellomycetes	1157540028	rRNA detected
SRR14722036	Acetobacteraceae	1159539872	rRNA detected
SRR14722036	Acidobacteriaceae	1159539872	rRNA detected
SRR14722036	Beijerinckiaceae	1159539872	rRNA detected
SRR14722036	Sphingomonadaceae	1159539872	rRNA detected
SRR14722036	Trebouxiophyceae	1159539872	rRNA detected
SRR14721983	Acetobacteraceae	1179233292	rRNA detected
SRR14721983	Acidobacteriaceae	1179233292	rRNA detected
SRR14721983	Beijerinckiaceae	1179233292	rRNA detected
SRR14721983	Sphingomonadaceae	1179233292	rRNA detected
SRR14721983	Trebouxiophyceae	1179233292	rRNA detected
SRR14721982	Acetobacteraceae	1195195804	rRNA detected
SRR14721982	Acidobacteriaceae	1195195804	rRNA detected
SRR14721982	Beijerinckiaceae	1195195804	rRNA detected
SRR14721982	Sphingomonadaceae	1195195804	rRNA detected
SRR14721982	Trebouxiophyceae	1195195804	rRNA detected
SRR14721982	Tremellomycetes	1195195804	rRNA detected
SRR14721978	Acetobacteraceae	1229069030	rRNA detected
SRR14721978	Acidobacteriaceae	1229069030	rRNA detected
SRR14721978	Beijerinckiaceae	1229069030	rRNA detected
SRR14721978	Sphingomonadaceae	1229069030	rRNA detected
SRR14721978	Trebouxiophyceae	1229069030	rRNA detected
SRR14721978	Tremellomycetes	1229069030	rRNA detected
SRR14721999	Acetobacteraceae	1230744828	rRNA detected
SRR14721999	Beijerinckiaceae	1230744828	rRNA detected
SRR14721999	Sphingomonadaceae	1230744828	rRNA detected
SRR14721999	Trebouxiophyceae	1230744828	rRNA detected
SRR14721970	Acetobacteraceae	1231440938	rRNA detected
SRR14721970	Acidobacteriaceae	1231440938	rRNA detected
SRR14721970	Beijerinckiaceae	1231440938	rRNA detected
SRR14721970	Sphingomonadaceae	1231440938	rRNA detected
SRR14721970	Trebouxiophyceae	1231440938	rRNA detected
SRR14721970	Tremellomycetes	1231440938	rRNA detected
SRR14721935	Acetobacteraceae	1234573282	rRNA detected
SRR14721935	Acidobacteriaceae	1234573282	rRNA detected
SRR14721935	Beijerinckiaceae	1234573282	rRNA detected
SRR14721935	Sphingomonadaceae	1234573282	rRNA detected
SRR14721935	Trebouxiophyceae	1234573282	rRNA detected
SRR14721935	Tremellomycetes	1234573282	rRNA detected
SRR14721986	Acetobacteraceae	1259731694	rRNA detected
SRR14721986	Beijerinckiaceae	1259731694	rRNA detected
SRR14721986	Sphingomonadaceae	1259731694	rRNA detected
SRR14721986	Trebouxiophyceae	1259731694	rRNA detected
SRR14721986	Cystobasidiomycetes	1259731694	rRNA detected
SRR14721986	Tremellomycetes	1259731694	rRNA detected
SRR14721985	Sphingomonadaceae	1273065296	rRNA detected
SRR14721985	Trebouxiophyceae	1273065296	rRNA detected
SRR14721985	Cystobasidiomycetes	1273065296	rRNA detected
SRR14721985	Tremellomycetes	1273065296	rRNA detected
SRR14721941	Beijerinckiaceae	1286751030	rRNA detected
SRR14721941	Sphingomonadaceae	1286751030	rRNA detected
SRR14721941	Trebouxiophyceae	1286751030	rRNA detected
SRR14721941	Cystobasidiomycetes	1286751030	rRNA detected
SRR14721980	Beijerinckiaceae	1289181526	rRNA detected
SRR14721980	Sphingomonadaceae	1289181526	rRNA detected
SRR14721980	Trebouxiophyceae	1289181526	rRNA detected
SRR14721979	Acetobacteraceae	1295686606	rRNA detected
SRR14721979	Acidobacteriaceae	1295686606	rRNA detected
SRR14721979	Beijerinckiaceae	1295686606	rRNA detected
SRR14721979	Sphingomonadaceae	1295686606	rRNA detected
SRR14721979	Trebouxiophyceae	1295686606	rRNA detected
SRR14721979	Tremellomycetes	1295686606	rRNA detected
SRR14722302	Acetobacteraceae	1307381556	rRNA detected
SRR14722302	Acidobacteriaceae	1307381556	rRNA detected
SRR14722302	Beijerinckiaceae	1307381556	rRNA detected
SRR14722302	Sphingomonadaceae	1307381556	rRNA detected
SRR14722302	Trebouxiophyceae	1307381556	rRNA detected
SRR14721959	Acetobacteraceae	1316976096	rRNA detected
SRR14721959	Acidobacteriaceae	1316976096	rRNA detected
SRR14721959	Beijerinckiaceae	1316976096	rRNA detected
SRR14721959	Sphingomonadaceae	1316976096	rRNA detected
SRR14721959	Trebouxiophyceae	1316976096	rRNA detected
SRR14721959	Tremellomycetes	1316976096	rRNA detected
SRR14722174	Acetobacteraceae	1324337648	rRNA detected
SRR14722174	Sphingomonadaceae	1324337648	rRNA detected
SRR14722174	Trebouxiophyceae	1324337648	rRNA detected
SRR14722174	Tremellomycetes	1324337648	rRNA detected
SRR12240174	Acidobacteriaceae	1329976068	rRNA detected
SRR12240174	Beijerinckiaceae	1329976068	rRNA detected
SRR12240174	Trebouxiophyceae	1329976068	rRNA detected
SRR14722019	Acetobacteraceae	1331060772	rRNA detected
SRR14722019	Acidobacteriaceae	1331060772	rRNA detected
SRR14722019	Beijerinckiaceae	1331060772	rRNA detected
SRR14722019	Sphingomonadaceae	1331060772	rRNA detected
SRR14722019	Trebouxiophyceae	1331060772	rRNA detected
SRR14722129	Sphingomonadaceae	1332706672	rRNA detected
SRR14722129	Trebouxiophyceae	1332706672	rRNA detected
SRR14722129	Cystobasidiomycetes	1332706672	rRNA detected
SRR14722129	Tremellomycetes	1332706672	rRNA detected
SRR14721932	Acetobacteraceae	1337832518	rRNA detected
SRR14721932	Acidobacteriaceae	1337832518	rRNA detected
SRR14721932	Beijerinckiaceae	1337832518	rRNA detected
SRR14721932	Sphingomonadaceae	1337832518	rRNA detected
SRR14721932	Trebouxiophyceae	1337832518	rRNA detected
SRR14721932	Tremellomycetes	1337832518	rRNA detected
SRR14722066	Acetobacteraceae	1350674766	rRNA detected
SRR14722066	Trebouxiophyceae	1350674766	rRNA detected
SRR14722066	Tremellomycetes	1350674766	rRNA detected
SRR14721923	Acetobacteraceae	1351992392	rRNA detected
SRR14721923	Acidobacteriaceae	1351992392	rRNA detected
SRR14721923	Beijerinckiaceae	1351992392	rRNA detected
SRR14721923	Sphingomonadaceae	1351992392	rRNA detected
SRR14721923	Trebouxiophyceae	1351992392	rRNA detected
SRR14721948	Acetobacteraceae	1358620084	rRNA detected
SRR14721948	Beijerinckiaceae	1358620084	rRNA detected
SRR14721948	Sphingomonadaceae	1358620084	rRNA detected
SRR14721948	Trebouxiophyceae	1358620084	rRNA detected
SRR14722288	Acetobacteraceae	1372978674	rRNA detected
SRR14722288	Beijerinckiaceae	1372978674	rRNA detected
SRR14722288	Sphingomonadaceae	1372978674	rRNA detected
SRR14722288	Trebouxiophyceae	1372978674	rRNA detected
SRR14722026	Trebouxiophyceae	1376535630	rRNA detected
SRR14722026	Cystobasidiomycetes	1376535630	rRNA detected
SRR14722026	Tremellomycetes	1376535630	rRNA detected
SRR14722023	Acetobacteraceae	1390022346	rRNA detected
SRR14722023	Acidobacteriaceae	1390022346	rRNA detected
SRR14722023	Beijerinckiaceae	1390022346	rRNA detected
SRR14722023	Trebouxiophyceae	1390022346	rRNA detected
SRR14722023	Cystobasidiomycetes	1390022346	rRNA detected
SRR14722023	Tremellomycetes	1390022346	rRNA detected
SRR14721946	Acetobacteraceae	1392508410	rRNA detected
SRR14721946	Acidobacteriaceae	1392508410	rRNA detected
SRR14721946	Beijerinckiaceae	1392508410	rRNA detected
SRR14721946	Sphingomonadaceae	1392508410	rRNA detected
SRR14721946	Trebouxiophyceae	1392508410	rRNA detected
SRR14721946	Tremellomycetes	1392508410	rRNA detected
SRR14722061	Acetobacteraceae	1392783230	rRNA detected
SRR14722061	Acidobacteriaceae	1392783230	rRNA detected
SRR14722061	Beijerinckiaceae	1392783230	rRNA detected
SRR14722061	Sphingomonadaceae	1392783230	rRNA detected
SRR14722061	Trebouxiophyceae	1392783230	rRNA detected
SRR14722061	Cystobasidiomycetes	1392783230	rRNA detected
SRR14722061	Tremellomycetes	1392783230	rRNA detected
SRR14721943	Acetobacteraceae	1393932642	rRNA detected
SRR14721943	Acidobacteriaceae	1393932642	rRNA detected
SRR14721943	Beijerinckiaceae	1393932642	rRNA detected
SRR14721943	Sphingomonadaceae	1393932642	rRNA detected
SRR14721943	Trebouxiophyceae	1393932642	rRNA detected
SRR14722289	Acetobacteraceae	1404831218	rRNA detected
SRR14722289	Acidobacteriaceae	1404831218	rRNA detected
SRR14722289	Beijerinckiaceae	1404831218	rRNA detected
SRR14722289	Sphingomonadaceae	1404831218	rRNA detected
SRR14722289	Trebouxiophyceae	1404831218	rRNA detected
SRR14722289	Cystobasidiomycetes	1404831218	rRNA detected
SRR14722289	Tremellomycetes	1404831218	rRNA detected
SRR14722151	Acetobacteraceae	1407435666	rRNA detected
SRR14722151	Acidobacteriaceae	1407435666	rRNA detected
SRR14722151	Sphingomonadaceae	1407435666	rRNA detected
SRR14722151	Trebouxiophyceae	1407435666	rRNA detected
SRR14722151	Tremellomycetes	1407435666	rRNA detected
SRR13685140	Acetobacteraceae	1409896362	rRNA detected
SRR13685140	Acidobacteriaceae	1409896362	rRNA detected
SRR13685140	Beijerinckiaceae	1409896362	rRNA detected
SRR13685140	Sphingomonadaceae	1409896362	rRNA detected
SRR13685140	Trebouxiophyceae	1409896362	rRNA detected
SRR13685140	Tremellomycetes	1409896362	rRNA detected
SRR14722009	Acetobacteraceae	1419216082	rRNA detected
SRR14722009	Acidobacteriaceae	1419216082	rRNA detected
SRR14722009	Beijerinckiaceae	1419216082	rRNA detected
SRR14722009	Sphingomonadaceae	1419216082	rRNA detected
SRR14722009	Trebouxiophyceae	1419216082	rRNA detected
SRR14721962	Beijerinckiaceae	1438330870	rRNA detected
SRR14721962	Sphingomonadaceae	1438330870	rRNA detected
SRR14721962	Tremellomycetes	1438330870	rRNA detected
SRR14722330	Acetobacteraceae	1445485854	rRNA detected
SRR14722330	Beijerinckiaceae	1445485854	rRNA detected
SRR14722330	Sphingomonadaceae	1445485854	rRNA detected
SRR14721955	Acidobacteriaceae	1448166708	rRNA detected
SRR14721955	Beijerinckiaceae	1448166708	rRNA detected
SRR14721955	Sphingomonadaceae	1448166708	rRNA detected
SRR14721955	Trebouxiophyceae	1448166708	rRNA detected
SRR14721955	Tremellomycetes	1448166708	rRNA detected
SRR14722290	Beijerinckiaceae	1473725270	rRNA detected
SRR14722290	Sphingomonadaceae	1473725270	rRNA detected
SRR14722290	Trebouxiophyceae	1473725270	rRNA detected
SRR14722017	Acetobacteraceae	1480952130	rRNA detected
SRR14722017	Acidobacteriaceae	1480952130	rRNA detected
SRR14722017	Beijerinckiaceae	1480952130	rRNA detected
SRR14722017	Sphingomonadaceae	1480952130	rRNA detected
SRR14722017	Trebouxiophyceae	1480952130	rRNA detected
SRR14722108	Acetobacteraceae	1490065584	rRNA detected
SRR14722108	Acidobacteriaceae	1490065584	rRNA detected
SRR14722108	Sphingomonadaceae	1490065584	rRNA detected
SRR14722108	Trebouxiophyceae	1490065584	rRNA detected
SRR14722108	Cystobasidiomycetes	1490065584	rRNA detected
SRR14722108	Tremellomycetes	1490065584	rRNA detected
SRR14721944	Sphingomonadaceae	1492914048	rRNA detected
SRR14721944	Trebouxiophyceae	1492914048	rRNA detected
SRR14721944	Tremellomycetes	1492914048	rRNA detected
SRR12240184	Acetobacteraceae	1500967204	rRNA detected
SRR12240184	Trebouxiophyceae	1500967204	rRNA detected
SRR14722294	Acidobacteriaceae	1512306978	rRNA detected
SRR14722294	Beijerinckiaceae	1512306978	rRNA detected
SRR14722294	Sphingomonadaceae	1512306978	rRNA detected
SRR14722294	Trebouxiophyceae	1512306978	rRNA detected
SRR14722294	Cystobasidiomycetes	1512306978	rRNA detected
SRR14722294	Tremellomycetes	1512306978	rRNA detected
SRR14722275	Acidobacteriaceae	1516342604	rRNA detected
SRR14722275	Beijerinckiaceae	1516342604	rRNA detected
SRR14722275	Sphingomonadaceae	1516342604	rRNA detected
SRR14722275	Trebouxiophyceae	1516342604	rRNA detected
SRR14722275	Tremellomycetes	1516342604	rRNA detected
SRR14721996	Sphingomonadaceae	1522805404	rRNA detected
SRR14721996	Trebouxiophyceae	1522805404	rRNA detected
SRR14721996	Tremellomycetes	1522805404	rRNA detected
SRR14722014	Acetobacteraceae	1532844488	rRNA detected
SRR14722014	Acidobacteriaceae	1532844488	rRNA detected
SRR14722014	Beijerinckiaceae	1532844488	rRNA detected
SRR14722014	Sphingomonadaceae	1532844488	rRNA detected
SRR14722014	Trebouxiophyceae	1532844488	rRNA detected
SRR14722013	Acetobacteraceae	1537520354	rRNA detected
SRR14722013	Acidobacteriaceae	1537520354	rRNA detected
SRR14722013	Sphingomonadaceae	1537520354	rRNA detected
SRR14722013	Trebouxiophyceae	1537520354	rRNA detected
SRR14722056	Acetobacteraceae	1539342924	rRNA detected
SRR14722056	Acidobacteriaceae	1539342924	rRNA detected
SRR14722056	Trebouxiophyceae	1539342924	rRNA detected
SRR14722067	Acetobacteraceae	1539836090	rRNA detected
SRR14722067	Beijerinckiaceae	1539836090	rRNA detected
SRR14722067	Tremellomycetes	1539836090	rRNA detected
SRR14722082	Beijerinckiaceae	1555905208	rRNA detected
SRR14722082	Sphingomonadaceae	1555905208	rRNA detected
SRR14722082	Trebouxiophyceae	1555905208	rRNA detected
SRR14721931	Acetobacteraceae	1559618298	rRNA detected
SRR14721931	Acidobacteriaceae	1559618298	rRNA detected
SRR14721931	Beijerinckiaceae	1559618298	rRNA detected
SRR14721931	Sphingomonadaceae	1559618298	rRNA detected
SRR14721931	Trebouxiophyceae	1559618298	rRNA detected
SRR14722059	Sphingomonadaceae	1561101118	rRNA detected
SRR14722059	Trebouxiophyceae	1561101118	rRNA detected
SRR14722059	Cystobasidiomycetes	1561101118	rRNA detected
SRR14722059	Tremellomycetes	1561101118	rRNA detected
SRR14722323	Acetobacteraceae	1568205064	rRNA detected
SRR14722323	Acidobacteriaceae	1568205064	rRNA detected
SRR14722323	Beijerinckiaceae	1568205064	rRNA detected
SRR14722323	Sphingomonadaceae	1568205064	rRNA detected
SRR14722323	Trebouxiophyceae	1568205064	rRNA detected
SRR14722323	Tremellomycetes	1568205064	rRNA detected
SRR14721942	Acetobacteraceae	1576656232	rRNA detected
SRR14721942	Acidobacteriaceae	1576656232	rRNA detected
SRR14721942	Beijerinckiaceae	1576656232	rRNA detected
SRR14721942	Sphingomonadaceae	1576656232	rRNA detected
SRR14721942	Trebouxiophyceae	1576656232	rRNA detected
SRR14721942	Tremellomycetes	1576656232	rRNA detected
SRR14722109	Acetobacteraceae	1579021496	rRNA detected
SRR14722109	Acidobacteriaceae	1579021496	rRNA detected
SRR14722109	Beijerinckiaceae	1579021496	rRNA detected
SRR14722109	Sphingomonadaceae	1579021496	rRNA detected
SRR14722109	Trebouxiophyceae	1579021496	rRNA detected
SRR14722109	Tremellomycetes	1579021496	rRNA detected
SRR14721926	Acetobacteraceae	1588561676	rRNA detected
SRR14721926	Acidobacteriaceae	1588561676	rRNA detected
SRR14721926	Beijerinckiaceae	1588561676	rRNA detected
SRR14721926	Sphingomonadaceae	1588561676	rRNA detected
SRR14721926	Trebouxiophyceae	1588561676	rRNA detected
SRR14722007	Acidobacteriaceae	1593583936	rRNA detected
SRR14722007	Sphingomonadaceae	1593583936	rRNA detected
SRR14722007	Trebouxiophyceae	1593583936	rRNA detected
SRR14722007	Tremellomycetes	1593583936	rRNA detected
SRR14722024	Acetobacteraceae	1603596142	rRNA detected
SRR14722024	Acidobacteriaceae	1603596142	rRNA detected
SRR14722024	Beijerinckiaceae	1603596142	rRNA detected
SRR14722024	Sphingomonadaceae	1603596142	rRNA detected
SRR14722024	Trebouxiophyceae	1603596142	rRNA detected
SRR14722024	Tremellomycetes	1603596142	rRNA detected
SRR14722280	Acetobacteraceae	1604343592	rRNA detected
SRR14722280	Acidobacteriaceae	1604343592	rRNA detected
SRR14722280	Beijerinckiaceae	1604343592	rRNA detected
SRR14722280	Sphingomonadaceae	1604343592	rRNA detected
SRR14722280	Trebouxiophyceae	1604343592	rRNA detected
SRR14721927	Acetobacteraceae	1605062352	rRNA detected
SRR14721927	Acidobacteriaceae	1605062352	rRNA detected
SRR14721927	Beijerinckiaceae	1605062352	rRNA detected
SRR14721927	Sphingomonadaceae	1605062352	rRNA detected
SRR14721927	Trebouxiophyceae	1605062352	rRNA detected
SRR14722101	Beijerinckiaceae	1608475254	rRNA detected
SRR14722101	Sphingomonadaceae	1608475254	rRNA detected
SRR14722101	Trebouxiophyceae	1608475254	rRNA detected
SRR14722101	Tremellomycetes	1608475254	rRNA detected
SRR14722087	Acetobacteraceae	1608577934	rRNA detected
SRR14722087	Acidobacteriaceae	1608577934	rRNA detected
SRR14722087	Beijerinckiaceae	1608577934	rRNA detected
SRR14722087	Sphingomonadaceae	1608577934	rRNA detected
SRR14722087	Trebouxiophyceae	1608577934	rRNA detected
SRR14722087	Tremellomycetes	1608577934	rRNA detected
SRR14722046	Beijerinckiaceae	1608581256	rRNA detected
SRR14722046	Sphingomonadaceae	1608581256	rRNA detected
SRR14722046	Trebouxiophyceae	1608581256	rRNA detected
SRR14722304	Acetobacteraceae	1610200580	rRNA detected
SRR14722304	Acidobacteriaceae	1610200580	rRNA detected
SRR14722304	Beijerinckiaceae	1610200580	rRNA detected
SRR14722304	Sphingomonadaceae	1610200580	rRNA detected
SRR14722304	Trebouxiophyceae	1610200580	rRNA detected
SRR14721964	Acetobacteraceae	1611903860	rRNA detected
SRR14721964	Acidobacteriaceae	1611903860	rRNA detected
SRR14721964	Sphingomonadaceae	1611903860	rRNA detected
SRR14721964	Trebouxiophyceae	1611903860	rRNA detected
SRR14721965	Acetobacteraceae	1614020880	rRNA detected
SRR14721965	Acidobacteriaceae	1614020880	rRNA detected
SRR14721965	Beijerinckiaceae	1614020880	rRNA detected
SRR14721965	Sphingomonadaceae	1614020880	rRNA detected
SRR14721965	Trebouxiophyceae	1614020880	rRNA detected
SRR14721933	Acetobacteraceae	1623848866	rRNA detected
SRR14721933	Acidobacteriaceae	1623848866	rRNA detected
SRR14721933	Beijerinckiaceae	1623848866	rRNA detected
SRR14721933	Sphingomonadaceae	1623848866	rRNA detected
SRR14721933	Trebouxiophyceae	1623848866	rRNA detected
SRR14721933	Tremellomycetes	1623848866	rRNA detected
SRR14722309	Sphingomonadaceae	1625514094	rRNA detected
SRR14722309	Trebouxiophyceae	1625514094	rRNA detected
SRR14721925	Acetobacteraceae	1626183024	rRNA detected
SRR14721925	Acidobacteriaceae	1626183024	rRNA detected
SRR14721925	Trebouxiophyceae	1626183024	rRNA detected
SRR14721949	Acetobacteraceae	1630314384	rRNA detected
SRR14721949	Beijerinckiaceae	1630314384	rRNA detected
SRR14721949	Sphingomonadaceae	1630314384	rRNA detected
SRR14721949	Trebouxiophyceae	1630314384	rRNA detected
SRR14721949	Cystobasidiomycetes	1630314384	rRNA detected
SRR14722064	Acidobacteriaceae	1632232688	rRNA detected
SRR14722064	Beijerinckiaceae	1632232688	rRNA detected
SRR14722064	Sphingomonadaceae	1632232688	rRNA detected
SRR14722064	Trebouxiophyceae	1632232688	rRNA detected
SRR14721952	Acetobacteraceae	1650217694	rRNA detected
SRR14721952	Beijerinckiaceae	1650217694	rRNA detected
SRR14721952	Sphingomonadaceae	1650217694	rRNA detected
SRR14721952	Trebouxiophyceae	1650217694	rRNA detected
SRR14721945	Beijerinckiaceae	1650596100	rRNA detected
SRR14721945	Trebouxiophyceae	1650596100	rRNA detected
SRR14722279	Acidobacteriaceae	1650799950	rRNA detected
SRR14722279	Sphingomonadaceae	1650799950	rRNA detected
SRR14722279	Trebouxiophyceae	1650799950	rRNA detected
SRR14722279	Tremellomycetes	1650799950	rRNA detected
SRR14722278	Acetobacteraceae	1658886000	rRNA detected
SRR14722278	Acidobacteriaceae	1658886000	rRNA detected
SRR14722278	Beijerinckiaceae	1658886000	rRNA detected
SRR14722278	Sphingomonadaceae	1658886000	rRNA detected
SRR14722278	Trebouxiophyceae	1658886000	rRNA detected
SRR14722278	Tremellomycetes	1658886000	rRNA detected
SRR14721968	Acetobacteraceae	1667041510	rRNA detected
SRR14721968	Acidobacteriaceae	1667041510	rRNA detected
SRR14721968	Beijerinckiaceae	1667041510	rRNA detected
SRR14721968	Sphingomonadaceae	1667041510	rRNA detected
SRR14721968	Trebouxiophyceae	1667041510	rRNA detected
SRR12240181	Acetobacteraceae	1669402964	rRNA detected
SRR12240181	Acidobacteriaceae	1669402964	rRNA detected
SRR12240181	Sphingomonadaceae	1669402964	rRNA detected
SRR12240181	Trebouxiophyceae	1669402964	rRNA detected
SRR12240181	Tremellomycetes	1669402964	rRNA detected
SRR14722310	Acetobacteraceae	1672216582	rRNA detected
SRR14722310	Acidobacteriaceae	1672216582	rRNA detected
SRR14722310	Beijerinckiaceae	1672216582	rRNA detected
SRR14722310	Sphingomonadaceae	1672216582	rRNA detected
SRR14722310	Trebouxiophyceae	1672216582	rRNA detected
SRR14722310	Cystobasidiomycetes	1672216582	rRNA detected
SRR14722310	Tremellomycetes	1672216582	rRNA detected
SRR14721990	Acetobacteraceae	1674040360	rRNA detected
SRR14721990	Acidobacteriaceae	1674040360	rRNA detected
SRR14721990	Beijerinckiaceae	1674040360	rRNA detected
SRR14721990	Sphingomonadaceae	1674040360	rRNA detected
SRR14721990	Trebouxiophyceae	1674040360	rRNA detected
SRR14721950	Acidobacteriaceae	1680403802	rRNA detected
SRR14721950	Beijerinckiaceae	1680403802	rRNA detected
SRR14721950	Sphingomonadaceae	1680403802	rRNA detected
SRR14721950	Trebouxiophyceae	1680403802	rRNA detected
SRR14722175	Acidobacteriaceae	1680805160	rRNA detected
SRR14722175	Sphingomonadaceae	1680805160	rRNA detected
SRR14722175	Trebouxiophyceae	1680805160	rRNA detected
SRR14722175	Tremellomycetes	1680805160	rRNA detected
SRR14722104	Acetobacteraceae	1689883280	rRNA detected
SRR14722104	Beijerinckiaceae	1689883280	rRNA detected
SRR14722104	Sphingomonadaceae	1689883280	rRNA detected
SRR14722104	Trebouxiophyceae	1689883280	rRNA detected
SRR14722104	Cystobasidiomycetes	1689883280	rRNA detected
SRR14722104	Tremellomycetes	1689883280	rRNA detected
SRR14722296	Sphingomonadaceae	1697605722	rRNA detected
SRR14722296	Trebouxiophyceae	1697605722	rRNA detected
SRR12240187	Acidobacteriaceae	1713022087	rRNA detected
SRR12240187	Beijerinckiaceae	1713022087	rRNA detected
SRR12240187	Sphingomonadaceae	1713022087	rRNA detected
SRR12240187	Trebouxiophyceae	1713022087	rRNA detected
SRR12240187	Cystobasidiomycetes	1713022087	rRNA detected
SRR14721953	Acetobacteraceae	1713412100	rRNA detected
SRR14721953	Acidobacteriaceae	1713412100	rRNA detected
SRR14721953	Beijerinckiaceae	1713412100	rRNA detected
SRR14721953	Sphingomonadaceae	1713412100	rRNA detected
SRR14721953	Trebouxiophyceae	1713412100	rRNA detected
SRR14722068	Sphingomonadaceae	1718570864	rRNA detected
SRR14722068	Trebouxiophyceae	1718570864	rRNA detected
SRR14722068	Tremellomycetes	1718570864	rRNA detected
SRR14721922	Acetobacteraceae	1722459416	rRNA detected
SRR14721922	Acidobacteriaceae	1722459416	rRNA detected
SRR14721922	Beijerinckiaceae	1722459416	rRNA detected
SRR14721922	Sphingomonadaceae	1722459416	rRNA detected
SRR14721922	Trebouxiophyceae	1722459416	rRNA detected
SRR14721922	Tremellomycetes	1722459416	rRNA detected
SRR14722140	Acidobacteriaceae	1728674878	rRNA detected
SRR14722140	Sphingomonadaceae	1728674878	rRNA detected
SRR14722140	Trebouxiophyceae	1728674878	rRNA detected
SRR14722140	Tremellomycetes	1728674878	rRNA detected
SRR14721974	Acetobacteraceae	1756628904	rRNA detected
