	public_SRR14722229_metawrap_bin.6	public_SRR14722088_metawrap_bin.5	private_TS1974_metawrap_bin.5	public_SRR14722154_metawrap_bin.3	public_SRR14722157_metawrap_bin.1	private_T1916_metawrap_bin.2	private_VT16_metawrap_bin.4	public_SRR14722050_metawrap_bin.2	private_T1888_metawrap_bin.6	private_VT22_metawrap_bin.8	private_X16_metawrap_bin.17	private_X3_metawrap_bin.2	public_ERR4179390_metawrap_bin.2	public_SRR14722049_metawrap_bin.2	public_SRR14722081_metawrap_bin.1	public_SRR14722095_metawrap_bin.2	public_SRR2387885_metawrap_bin.6	private_X5_metawrap_bin.1	public_SRR11456921_metawrap_bin.3	public_SRR11456915_metawrap_bin.3	public_SRR14721954_metawrap_bin.4	public_SRR11456923_metawrap_bin.7	public_SRR14722145_metawrap_bin.2	public_SRR14722161_metawrap_bin.1	public_SRR11456913_metawrap_bin.11	public_SRR11456918_metawrap_bin.3	public_SRR11456919_metawrap_bin.5	public_SRR1531545_metawrap_bin.1	private_X15_metawrap_bin.2	private_VT1_metawrap_bin.3	private_VT1_metawrap_bin.1	public_SRR7232211_metawrap_bin.1	private_X11_metawrap_bin.3	private_T1894_metawrap_bin.4	public_SRR14721985_metawrap_bin.2	private_X9_metawrap_bin.1	private_T1887_metawrap_bin.15	private_T1889_metawrap_bin.2	private_TS1974_metawrap_bin.6	private_VT34_metawrap_bin.3	public_SRR11456914_metawrap_bin.12	public_SRR13125477_metawrap_bin.5	public_SRR14722071_metawrap_bin.1	private_T1904_metawrap_bin.1	private_X1_metawrap_bin.1	public_SRR14722123_metawrap_bin.1	private_T1894_metawrap_bin.9	private_T1916_metawrap_bin.6	private_VT26_metawrap_bin.1	private_T1916_metawrap_bin.13	private_TS1974_metawrap_bin.3	public_SRR11456919_metawrap_bin.13	public_SRR11456919_metawrap_bin.3	private_T1887_metawrap_bin.3	private_X3_metawrap_bin.3	private_VT34_metawrap_bin.4	public_ERR4179389_metawrap_bin.2	public_SRR11456918_metawrap_bin.7	public_SRR11456919_metawrap_bin.1	public_SRR14722117_metawrap_bin.2	private_VT1_metawrap_bin.2	public_SRR11456915_metawrap_bin.9	public_SRR11456919_metawrap_bin.2
M00912_1	0.25	0.375	0.125	0.25	0.25	0.25	0.25	0.25	0.375	0.25	0.375	0.25	0.25	0.25	0.375	0.5	0.25	0.5	0.5	0.625	0.625	0.625	0.5	0.625	0.5	0.5	0.625	0.5	0.375	0.625	0.5	0.375	0.625	0.375	0.375	0.375	0.5	0.375	0.5	0.5	0.125	0.375	0.5	0.375	0.625	0.375	0.375	0.25	0.375	0.375	0.375	0.375	0.25	0.5	0.375	0.375	0.5	0.5	0.5	0.5	0.5	0.5	0.625
M00622_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0.166666666666667	0.166666666666667	0	0	0	0.166666666666667	0.5	0.333333333333333	0	0	0.166666666666667	0	0	0	0.166666666666667	0.166666666666667	0.5	0.333333333333333	0.166666666666667	0.666666666666667	0	0.166666666666667	0.166666666666667	0	0	0.166666666666667	0.666666666666667	0.5	0.166666666666667	0.5	0.166666666666667	0	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0	0	0	0
M00119_1	0.666666666666667	0.666666666666667	0.333333333333333	1	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	1	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	1	1	1	1	0.333333333333333	1	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	1	1	1	1	1	0.666666666666667	1	1	0.666666666666667	0.666666666666667	1	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	1	1	1	1
M00119_2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00119_3	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
M00913_1	0.5	0.5	0	1	0.5	0.5	0.5	0	1	0.5	0.5	0.5	0	0.5	0.5	0.5	0	1	1	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	0	1	0.5	1	0.5	0.5	0.5	0.5	0	0.5	1	1	1	1	1	0.5	1	1	0.5	0.5	1	0.5	0.5	0.5	0.5	1	1	1	1
M00913_2	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0.5	0	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0.5
M00913_3	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
M00120_1	0.666666666666667	0.666666666666667	0.666666666666667	1	1	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	1	1	1	0.666666666666667	1	1	1	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	1	1	1
M00914_1	0.142857142857143	0.142857142857143	0	0.428571428571429	0.285714285714286	0.142857142857143	0.142857142857143	0	0.428571428571429	0.285714285714286	0.142857142857143	0.285714285714286	0	0.142857142857143	0.142857142857143	0.142857142857143	0	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.285714285714286	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.142857142857143	0.428571428571429	0.285714285714286	0.428571428571429	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.142857142857143	0.285714285714286	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429	0.285714285714286	0.428571428571429	0.428571428571429	0.285714285714286	0.285714285714286	0.428571428571429	0.285714285714286	0.285714285714286	0.285714285714286	0.285714285714286	0.428571428571429	0.428571428571429	0.428571428571429	0.428571428571429
M00572_1	0.666666666666667	0.5	0.666666666666667	0.666666666666667	0.5	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.5	0.666666666666667	0.833333333333333	0.666666666666667	0.833333333333333	0.833333333333333	0.833333333333333	0.666666666666667	0.833333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.833333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.5	0.5	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667
M00123_1	0	0	0.333333333333333	0	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0	0.333333333333333	0	0.333333333333333	0	0	0	0.333333333333333	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	1	0	1	1	1	1	1	0	1	0.333333333333333	0	0.333333333333333	0.333333333333333	0.666666666666667	1	1	0	1	0	1	0.333333333333333	1	0.333333333333333	0	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.333333333333333	1	1	1	1	1
M00950_1	0	0	0.25	0	0	0.25	0.25	0.25	0.25	0	0.25	0	0.25	0	0	0	0.25	1	0.75	1	1	1	1	1	0.75	1	1	1	0.25	0.75	0	0.75	0.75	0.75	0.75	0.75	0	0.75	0.25	0	0.25	0.25	0.5	0.75	0.75	0	0.75	0	0.75	0.25	0.75	0.25	0	0.25	0.5	0.25	0.25	0.25	0.75	0.75	0.75	0.75	0.75
M00573_1	0	0	0.2	0	0	0.2	0.2	0.2	0.2	0	0.2	0	0.2	0	0	0	0.2	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.2	0.6	0	0.6	0.6	0.6	0.6	0.6	0	0.6	0.2	0	0.2	0.2	0.4	0.6	0.6	0	0.6	0	0.6	0.2	0.6	0.2	0	0.2	0.4	0.2	0.2	0.2	0.6	0.6	0.6	0.6	0.6
M00577_1	0	0	0.2	0	0	0.2	0.2	0.2	0.2	0	0.2	0	0.2	0	0	0	0.2	0.6	0.8	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.2	0.8	0	0.8	0.8	0.8	0.8	0.8	0	0.8	0.2	0	0.2	0.2	0.6	0.8	0.8	0	0.8	0	0.8	0.2	0.8	0.2	0	0.2	0.6	0.2	0.2	0.2	0.8	0.8	0.8	0.8	0.8
M00881_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	1	0.5	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	0.5	0.5	1	1	1	1	0.5	1	1
M00882_1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00883_1	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
M00884_1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00126_1	0.4	0.4	0.4	0.4	0.2	0.6	0.4	0.4	0.4	0.4	0.4	0.4	0.6	0.6	0.4	0.4	0.4	0.8	0.8	0.8	0.8	0.8	0.6	0.6	0.8	0.8	0.8	0.8	0.6	0.6	0.6	0.6	0.8	0.6	0.6	0.6	0.8	0.6	0.6	0.8	0.8	0.6	0.6	0.6	0.6	0.6	0.4	0.8	0.6	0.8	0.8	0.8	0.6	0.8	0.6	0.8	0.6	0.8	0.6	0.6	1	0.8	1
M00840_1	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0	0.166666666666667	0.166666666666667	0.166666666666667	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.166666666666667	0.5	0.333333333333333	0.5	0.5	0.5	0.5	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.5	0.5	0.5
M00841_1	0.4	0.2	0.4	0.2	0.2	0.4	0.4	0.4	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.2	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.2	0.4	0.4	0.4	0.4	0.4	0.2	0.4	0.4	0.4	0.4	0.4	0.4	0	0.2	0	0.2
M00842_1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
M00843_1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333
M00880_1	1	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	1	0.666666666666667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667
M00140_1	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	1	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.666666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667	1	0.333333333333333	0.333333333333333	0.333333333333333	0.666666666666667	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	1	0.666666666666667	1	1	0.666666666666667	1	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667
M00141_1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
M00846_1	0.833333333333333	0.833333333333333	0.833333333333333	1	1	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	1	0.833333333333333	1	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.5	0.666666666666667	0.5	0.666666666666667	0.666666666666667	0.5	0.5	0.666666666666667	0.5	0.666666666666667	0.666666666666667	0.666666666666667	0.833333333333333	0.5	0.5	0.666666666666667	0.333333333333333	0.5	0.5	0.666666666666667	0.666666666666667	0.833333333333333	0.666666666666667	0.666666666666667	0.5	0.5	0.5	0.666666666666667	0.5	0.666666666666667	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333
M00868_1	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.625	0.75	0.625	0.75	0.75	0.75	0.75	0.75	0.625	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.875	0.75	0.875	0.875	0.875	0.875	0.875	0.875	0.875	0.75	0.875	0.875	0.875	0.875	0.875	0.875	0.875	0.625	0.75	0.875	0.875	0.875	0.875	0.75	0.875	0.75	0.875	0.875	0.875	0.875	0.875	0.375	0.375	0.375	0.375
M00121_1	0.9	0.9	0.9	0.9	0.9	0.9	1	1	0.8	0.9	0.8	0.9	1	0.9	0.9	0.9	0.8	1	1	1	1	1	1	1	1	1	1	1	0.9	0.7	0.8	0.8	0.8	0.9	0.8	0.8	0.9	0.7	0.8	0.8	0.8	0.9	0.8	0.8	0.8	0.6	0.7	0.8	0.8	0.9	0.9	0.8	0.9	0.8	0.8	0.8	0.9	0.8	0.9	0.7	0.7	0.7	0.7
M00926_1	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.777777777777778	0.888888888888889	0.777777777777778	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.888888888888889	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.777777777777778	0.666666666666667	0.444444444444444	0.555555555555556	0.555555555555556	0.555555555555556	0.666666666666667	0.555555555555556	0.555555555555556	0.666666666666667	0.555555555555556	0.555555555555556	0.555555555555556	0.555555555555556	0.666666666666667	0.555555555555556	0.555555555555556	0.555555555555556	0.333333333333333	0.555555555555556	0.555555555555556	0.555555555555556	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.555555555555556	0.555555555555556	0.555555555555556	0.666666666666667	0.555555555555556	0.666666666666667	0.555555555555556	0.555555555555556	0.555555555555556	0.555555555555556
M00924_1	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.181818181818182	0.0909090909090909	0.0909090909090909	0.0909090909090909	0	0.0909090909090909	0.0909090909090909	0.181818181818182	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.909090909090909	0.818181818181818	0.818181818181818	0.909090909090909	0.909090909090909	0.909090909090909	0.727272727272727	0.727272727272727	0.727272727272727	0.454545454545455	0.727272727272727	0.636363636363636	0.545454545454545	0.636363636363636	0.636363636363636	0.545454545454545	0.727272727272727	0.727272727272727	0.727272727272727	0.727272727272727	0.636363636363636	0.636363636363636	0.727272727272727	0.727272727272727	0.636363636363636	0.545454545454545	0.818181818181818	0.727272727272727	0.727272727272727	0.727272727272727	0.636363636363636	0	0	0	0	0	0	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909
M00925_1	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.181818181818182	0.0909090909090909	0.0909090909090909	0.0909090909090909	0	0.0909090909090909	0.0909090909090909	0.181818181818182	0.818181818181818	0.818181818181818	0.818181818181818	0.818181818181818	0.818181818181818	0.818181818181818	0.727272727272727	0.636363636363636	0.818181818181818	0.818181818181818	0.818181818181818	0.727272727272727	0.727272727272727	0.727272727272727	0.636363636363636	0.818181818181818	0.818181818181818	0.636363636363636	0.818181818181818	0.818181818181818	0.727272727272727	0.727272727272727	0.727272727272727	0.818181818181818	0.727272727272727	0.636363636363636	0.727272727272727	0.818181818181818	0.636363636363636	0.727272727272727	0.727272727272727	0.818181818181818	0.727272727272727	0.818181818181818	0.727272727272727	0.818181818181818	0.0909090909090909	0.0909090909090909	0	0.0909090909090909	0.0909090909090909	0.0909090909090909	0.0909090909090909	0	0.0909090909090909	0.0909090909090909
M00122_1	0.25	0.25	0.25	0.25	1	0	0	0	0.25	1	0.25	0.25	0.25	0.25	0.25	0.25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.75	1	1	1	1	0.25	1	1	0.5	0.25	0.5	0.25	0.25	0.25	0.25
M00122_2	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0.5	1	1	1	1	1	1	0.5	1	1	1	0.5	1	0.5	1	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0	0.5	1	0.5	0	0.5	0	0	0	0
M00122_3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0
M00117_1	0.333333333333333	0.333333333333333	0.333333333333333	0.222222222222222	0.111111111111111	0.333333333333333	0.222222222222222	0.333333333333333	0.333333333333333	0.222222222222222	0.111111111111111	0.333333333333333	0.333333333333333	0.333333333333333	0.222222222222222	0.333333333333333	0.111111111111111	0.444444444444444	0.444444444444444	0.444444444444444	0.333333333333333	0.444444444444444	0.444444444444444	0.444444444444444	0.333333333333333	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.333333333333333	0.444444444444444	0.333333333333333	0.444444444444444	0.444444444444444	0.444444444444444	0.666666666666667	0.333333333333333	0.444444444444444	0.444444444444444	0.333333333333333	0.444444444444444	0.333333333333333	0.444444444444444	0.555555555555556	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.555555555555556	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.444444444444444	0.111111111111111	0.333333333333333	0.333333333333333	0.333333333333333
M00128_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0	0.166666666666667	0.166666666666667	0.166666666666667	0	0	0	0	0	0	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0	0	0	0
M00116_1	0.222222222222222	0.222222222222222	0.222222222222222	0.222222222222222	0.111111111111111	0.222222222222222	0.111111111111111	0.222222222222222	0.222222222222222	0.111111111111111	0	0.111111111111111	0.222222222222222	0.222222222222222	0.111111111111111	0.222222222222222	0.111111111111111	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.666666666666667	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.222222222222222	0.111111111111111	0.111111111111111	0.111111111111111	0.222222222222222	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.111111111111111	0.222222222222222	0	0.111111111111111	0.111111111111111	0.111111111111111
M00930_1	0.833333333333333	0.5	0.833333333333333	0.833333333333333	0.5	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.833333333333333	0.666666666666667	0.5	0.666666666666667	0.833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0.666666666666667	0.666666666666667	0.833333333333333
M00931_1	0.8	0.6	0.8	0.8	0.6	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.6	0.6	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0.8	0.8	0.8
M00932_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0
M00112_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0.75	0.75	0.75	1	0.75	1	0.75	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
