Taxa	total_occ
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Unclassified Campylobacterales	34
Eukaryota;Alveolata;Apicomplexa;Aconoidasida;Piroplasmorida	34
Eukaryota;Unikonta;Amoebozoa;Unclassified Amoebozoa;	34
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Tsukamurellaceae	33
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae	33
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae	33
Eukaryota;Unikonta;Amoebozoa;Conosa;Unclassified Conosa	33
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Hypnales	33
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV;FamilyII	32
Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;Victivallaceae	32
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Unclassified Rhodobacterales	32
Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae	32
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Unclassified Thiotrichales	32
Eukaryota;Alveolata;Ciliophora;Intramacronucleata;Unclassified Intramacronucleata	32
Eukaryota;Unikonta;Amoebozoa;Conosa;Cavosteliida	32
Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae	31
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Unclassified Desulfovibrionales	31
Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Xiphinematobacteraceae	31
Eukaryota;Rhizaria;Cercozoa;Glissomonadida;Proleptomonas	31
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae	30
Eukaryota;Alveolata;Apicomplexa;Unclassified Apicomplexa;	30
Eukaryota;Metazoa;Nematoda;Chromadorea;Aphelenchida	30
Eukaryota;Metazoa;Nematoda;Enoplea;Unclassified Enoplea	30
Eukaryota;Rhizaria;Cercozoa;Thecofilosea;Unclassified Thecofilosea	30
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Chlamydomonas	30
Bacteria;Chloroflexi;Dehalococcoidetes;Order Incertae Sedis;Family Incertae Sedis	29
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Phaselicystidaceae	29
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Candidatus Microthrix	28
Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiaceae	27
Bacteria;Chloroflexi;Chloroflexi;Chloroflexales;Oscillochloridaceae	27
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tetraphidales	27
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XIII Incertae Sedis	26
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;0319-6G20	26
Bacteria;Tenericutes;Mollicutes;Unclassified Mollicutes;	26
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Polytrichales	26
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Unclassified Acidobacteriales	25
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	25
Bacteria;Chloroflexi;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis	25
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae	25
Bacteria;Proteobacteria;Epsilonproteobacteria;Unclassified Epsilonproteobacteria;	25
Eukaryota;Excavata;Percolozoa;Heterolobosea;Tetramitia	25
Eukaryota;Unikonta;Amoebozoa;Conosa;Protosteliida	25
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Ericales	25
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Leptospiraceae	24
Bacteria;Deinococcus-Thermus;Deinococci;Unclassified Deinococci;	23
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halanaerobiaceae	23
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Unclassified Fusobacteriales	23
Eukaryota;Chromalveolata;Stramenopiles;Diatomea;Bacillariophytina	23
Eukaryota;Metazoa;Annelida;Annelida;Family Incertae Sedis	23
Eukaryota;Metazoa;Tardigrada;Tardigrada;Hypsibiidae	23
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Cryomorphaceae	22
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;F0723	22
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Family Incertae Sedis	22
Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae	22
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae	21
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;AKYG937	21
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Unclassified Oceanospirillales	21
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Unclassified Dinophyceae	21
Eukaryota;Chromalveolata;Stramenopiles;Chrysophyceae;Chromulinales	21
Eukaryota;Chromalveolata;Stramenopiles;Peronosporomycetes;Unclassified Peronosporomycetes	21
Eukaryota;Excavata;Euglenozoa;Euglenida;Heteronematina	21
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Coryneliales	21
Eukaryota;Metazoa;Nematoda;Unclassified Nematoda;	21
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Dietziaceae	20
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Bogoriellaceae	20
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermabacteraceae	20
Bacteria;Actinobacteria;Thermoleophilia;Thermophilales;Thermoleophilaceae	20
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae	20
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae	20
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae	20
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae	20
Eukaryota;Excavata;Euglenozoa;Kinetoplastea;Metakinetoplastina	20
Eukaryota;Fungi;Ascomycota;Taphrinomycotina;Schizosaccharomycetales	20
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Fagales	20
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Malpighiales	20
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Sapindales	20
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Solanales	20
Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae	19
Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Unclassified Bdellovibrionales	19
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Unclassified Syntrophobacterales	19
Eukaryota;Archaeplastida;Unclassified Archaeplastida;;	19
Eukaryota;Fungi;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes	19
Eukaryota;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela	19
Eukaryota;Unikonta;Amoebozoa;Discosea;Flabellinia	19
Bacteria;Bacteroidetes;Cytophagia;Unclassified Cytophagia;	18
Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45;bacterium Ellin6537	18
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Unclassified Deinococcales	18
Bacteria;Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae	18
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Unclassified Thermoanaerobacterales	18
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae	18
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae	18
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Unclassified Entomoplasmatales	18
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniphycidae	18
Eukaryota;Fungi;Ascomycota;Saccharomycotina;Unclassified Saccharomycotina	18
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Ignatius tetrasporus	18
Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae	17
Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae	17
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae	17
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Unclassified Enterobacteriales	17
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Unclassified Legionellales	17
Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae	17
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Unclassified Mycoplasmatales	17
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Nephroselmidophyceae	17
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes	17
Eukaryota;Metazoa;Cnidaria;Cnidaria;Anthozoa	17
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Asterales	17
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Encalyptales	17
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionII;FamilyI	16
Bacteria;Cyanobacteria;Unclassified Cyanobacteria;;	16
Bacteria;Firmicutes;Clostridia;Clostridiales;Caldicoprobacteraceae	16
Bacteria;Firmicutes;Clostridia;Clostridiales;OPB54	16
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae	16
Eukaryota;Alveolata;Apicomplexa;Conoidasida;Cryptosporida	16
Eukaryota;Chromalveolata;Cryptophyta;Cryptophyceae;Cryptomonadales	16
Eukaryota;Metazoa;Arthropoda;Crustacea;Maxillopoda	16
Eukaryota;Metazoa;Rotifera;Rotifera;Family Incertae Sedis	16
Bacteria;Acidobacteria;Acidobacteria;Candidatus Solibacter;Candidatus Solibacter usitatus Ellin6076	15
Bacteria;Fibrobacteres;Fibrobacteria;Fibrobacterales;Fibrobacteraceae	15
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae	15
Bacteria;Proteobacteria;CF2;Unclassified CF2;	15
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae	15
Eukaryota;Fungi;Ascomycota;Taphrinomycotina;Neolectales	15
Eukaryota;Rhizaria;Cercozoa;Silicofilosea;Spongomonadida	15
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Oocystidium sp. CCAP 222/49	15
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Orthotrichales	15
Bacteria;Acidobacteria;Acidobacteria;DA023;Acidobacteria bacterium IGE-011	14
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Actinospicaceae	14
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Sanguibacteraceae	14
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Unclassified Pseudonocardiales	14
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	14
Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Simkaniaceae	14
Bacteria;Chloroflexi;Ktedonobacteria;Thermogemmatisporales;Thermogemmatisporaceae	14
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionI;Unclassified SubsectionI	14
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionII;SubgroupII	14
Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae	14
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae	14
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII Incertae Sedis	14
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	14
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Midichloria	14
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;mle1-27	14
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Unclassified Alteromonadales	14
Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Unclassified Spirochaetales	14
Bacteria;Verrucomicrobia;Opitutae;Unclassified Opitutae;	14
Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Unclassified Charophyta	14
Eukaryota;Fungi;Basal fungi;Basal fungi;Entomophthoromycotina	14
Eukaryota;Fungi;Basidiomycota;Pucciniomycotina;Atractiellomycetes	14
Eukaryota;Metazoa;Arthropoda;Hexapoda;Unclassified Hexapoda	14
Eukaryota;Metazoa;Porifera;Porifera;Demospongiae	14
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Lamiales	14
Bacteria;Acidobacteria;Acidobacteria;Candidatus Chloracidobacterium;Acidobacteriaceae bacterium Gsoil 1619	13
Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Unclassified Gemmatimonadales	13
Bacteria;Planctomycetes;Phycisphaerae;WD2101 soil group;Planctomycetales bacterium Ellin6207	13
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae	13
Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae	13
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Unclassified Pasteurellales	13
Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae	13
Eukaryota;Fungi;Basidiomycota;Ustilaginomycotina;Unclassified Ustilaginomycotina	13
Eukaryota;Unikonta;Amoebozoa;Conosa;Dictyostelia	13
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Fabales	13
Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIII;Unclassified SubsectionIII	12
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae	12
Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae	12
Bacteria;Firmicutes;Clostridia;Natranaerobiales;Natranaerobiaceae	12
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;JG34-KF-161	12
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae	12
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae	12
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Pedinophyceae	12
Eukaryota;Chromalveolata;Stramenopiles;Opalinata;Incertae Sedis	12
Eukaryota;Rhizaria;Cercozoa;Silicofilosea;Thaumatomonadida	12
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Diplosphaera sp. L531	12
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Rosales	12
Bacteria;Acidobacteria;Acidobacteria;RB41;Acidobacteriaceae bacterium K22	11
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae	11
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Brevibacteriaceae	11
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermacoccaceae	11
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Unclassified Coriobacteriales	11
Bacteria;Aquificae;Aquificae;Aquificales;Desulfurobacteriaceae	11
Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Waddliaceae	11
Bacteria;Chloroflexi;Chloroflexi;Herpetosiphonales;Unclassified Herpetosiphonales	11
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae	11
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Family Incertae Sedis	11
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae	11
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorodendrales	11
Eukaryota;Chromalveolata;Stramenopiles;Chrysophyceae;Ochromonadales	11
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Santalales	11
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Saxifragales	11
Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;cvE6	10
Bacteria;Firmicutes;Bacilli;Bacillales;Family XI Incertae Sedis	10
Bacteria;Fusobacteria;Fusobacteria;Fusobacteriales;Leptotrichiaceae	10
Bacteria;Nitrospirae;Nitrospira;Nitrospirales;0319-6A21	10
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Anadelfobacter	10
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Captivus	10
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;TK34	10
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;7B-8	10
Bacteria;Proteobacteria;CF2;magnetic coccus MP17;Unclassified magnetic coccus MP17	10
Eukaryota;Alveolata;Ciliophora;Unclassified Ciliophora;	10
Eukaryota;Chromalveolata;Stramenopiles;Diatomea;Unclassified Diatomea	10
Eukaryota;Metazoa;Nematoda;Chromadorea;Plectidae	10
Eukaryota;Metazoa;Porifera;Porifera;Calcarea	10
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Bryophyta	10
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Grimmiales	10
Bacteria;Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae	9
Bacteria;Planctomycetes;Planctomycetacia;Unclassified Planctomycetacia;	9
Bacteria;Proteobacteria;Gammaproteobacteria;NKB5;Legionella-like amoebal pathogen HT99	9
Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae	9
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Incertae Sedis	9
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae	9
Eukaryota;Archaeplastida;Rhodophyceae;Florideophycidae;Rhodymeniophycidae	9
Eukaryota;Chromalveolata;Cryptophyta;Cryptophyceae;Goniomonas	9
Eukaryota;Chromalveolata;Hacrobia;Centrohelida;Unclassified Centrohelida	9
Eukaryota;Fungi;Ascomycota;Pezizomycotina;Umbilicariales	9
Eukaryota;Fungi;Basal fungi;Basal fungi;Kickxellomycotina	9
Eukaryota;Metazoa;Nematoda;Chromadorea;Desmodoridae	9
Eukaryota;Metazoa;Platyhelminthes;Turbellaria;Seriata	9
Eukaryota;Rhizaria;Foraminifera;Globothalamea;Rotaliida	9
Eukaryota;Unikonta;Amoebozoa;Conosa;Soliformovum	9
Bacteria;Acidobacteria;Acidobacteria;Candidatus Solibacter;bacterium Ellin6505	8
Bacteria;Chloroflexi;Chloroflexi;Chloroflexales;Candidatus Chlorothrix	8
Bacteria;Chrysiogenetes;Chrysiogenetes;Chrysiogenales;Chrysiogenaceae	8
Bacteria;Planctomycetes;Phycisphaerae;Unclassified Phycisphaerae;	8
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfonatronaceae	8
Eukaryota;Chromalveolata;Haptophyta;Pavlovophyceae;Pavlova	8
Eukaryota;Chromalveolata;Stramenopiles;Synurales;Synurales	8
Eukaryota;Metazoa;Mollusca;Gastropoda;Unclassified Gastropoda	8
Eukaryota;Rhizaria;Unclassified Rhizaria;;	8
Eukaryota;Unikonta;Amoebozoa;Conosa;Phalansterium	8
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Dictyochloris	8
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Funariales	8
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Malvales	8
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Sphagnales	8
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Segniliparaceae	7
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Dermatophilaceae	7
Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales;Euzebyaceae	7
Bacteria;Elusimicrobia;Elusimicrobia;Lineage IIa;actinobacterium YJF1-30	7
Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae	7
Bacteria;Proteobacteria;Epsilonproteobacteria;Nautiliales;Unclassified Nautiliales	7
Bacteria;Proteobacteria;Gammaproteobacteria;Cardiobacteriales;Unclassified Cardiobacteriales	7
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae	7
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae	7
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales	7
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniphycidae	7
Eukaryota;Chromalveolata;Unclassified Chromalveolata;;	7
Eukaryota;Metazoa;Cnidaria;Cnidaria;Hydrozoa	7
Eukaryota;Metazoa;Mollusca;Unclassified Mollusca;	7
Eukaryota;Metazoa;Tardigrada;Tardigrada;Milnesiidae	7
Eukaryota;Rhizaria;Cercozoa;Glissomonadida;Allantion	7
Eukaryota;Rhizaria;Cercozoa;Incertae Sedis;Gymnophrys	7
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Brassicales	7
Bacteria;Acidobacteria;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae	6
Bacteria;Aquificae;Aquificae;Aquificales;Hydrogenothermaceae	6
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae	6
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	6
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Unclassified Halanaerobiales	6
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;JG37-AG-20	6
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Cyrtobacter	6
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Nitrospinaceae	6
Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Prasinophytae	6
Eukaryota;Chromalveolata;Haptophyta;Prymnesiophyceae;Prymnesiales	6
Eukaryota;Excavata;Euglenozoa;Unclassified Euglenozoa;	6
Eukaryota;Fungi;Ascomycota;Taphrinomycotina;Pneumocystidales	6
Eukaryota;Metazoa;Arthropoda;Chelicerata;Unclassified Chelicerata	6
Eukaryota;Metazoa;Arthropoda;Crustacea;Malacostraca	6
Eukaryota;Metazoa;Cnidaria;Myxozoa;Myxozoa	6
Eukaryota;Metazoa;Nematoda;Chromadorea;Chromadoridae	6
Eukaryota;Metazoa;Nematoda;Enoplea;Tripylidae	6
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellaceae sp. CCAP 283/3	6
Eukaryota;Viridiplantae;Chlorophyta;Trebouxiophyceae;Gloeotila cf. protogenita SAG 56.91	6
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Bryales	6
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Cucurbitales	6
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Metzgeriales	6
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Trochodendrales	6
Bacteria;Acidobacteria;Acidobacteria;11-24;Acidobacteria bacterium Ellin7246	5
Bacteria;Acidobacteria;Acidobacteria;Candidatus Chloracidobacterium;Acidobacteria bacterium IGE-018	5
Bacteria;Acidobacteria;Acidobacteria;Candidatus Solibacter;bacterium Ellin7504	5
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Beutenbergiaceae	5
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Jonesiaceae	5
Bacteria;Aquificae;Aquificae;Aquificales;Unclassified Aquificales	5
Bacteria;Bacteroidetes;Cytophagia;Order II Incertae Sedis;Unclassified Order II Incertae Sedis	5
Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Unclassified Thermales	5
Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae	5
Bacteria;Firmicutes;Clostridia;Clostridiales;Family XVI Incertae Sedis	5
Bacteria;Planctomycetes;Phycisphaerae;WD2101 soil group;Planctomycetales bacterium Ellin7224	5
Bacteria;Proteobacteria;Alphaproteobacteria;DB1-14;Micavibrio aeruginosavorus ARL-13	5
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;P-102	5
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Candidatus Odyssella	5
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae	5
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae	5
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Candidatus Vesicomyosocius	5
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Prorocentrales	5
Eukaryota;Chromalveolata;Stramenopiles;Labyrinthulomycetes;Thraustochytriaceae	5
Eukaryota;Excavata;Euglenozoa;Diplonemea;Unclassified Diplonemea	5
Eukaryota;Metazoa;Arthropoda;Crustacea;Unclassified Crustacea	5
Eukaryota;Rhizaria;Cercozoa;Endomyxa;Phytomyxea	5
Eukaryota;Unikonta;Amoebozoa;Conosa;Variosea	5
Eukaryota;Unikonta;Ichthyosporea;Ichthyophonae;Family Incertae Sedis	5
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Oogamochlamys	5
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Tetraedron	5
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Calobryales	5
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Dioscoreales	5
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae	4
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Unclassified Micromonosporales	4
Bacteria;Aquificae;Aquificae;Aquificales;Family Incertae Sedis	4
Bacteria;Chlorobi;Chlorobia;Chlorobiales;OPB56	4
Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae	4
Bacteria;Firmicutes;Clostridia;Thermolithobacterales;Thermolithobacteraceae	4
Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Unclassified Brocadiales	4
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae	4
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;LWSR-14	4
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SAR116 clade	4
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae	4
Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Hahellaceae	4
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Unclassified Vibrionales	4
Bacteria;Verrucomicrobia;Opitutae;RS-B22;Epixenosomes of Euplotidium arenarium	4
Eukaryota;Alveolata;Apicomplexa;Aconoidasida;Haemosporoidia	4
Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophysiales	4
Eukaryota;Alveolata;Protalveolata;Syndiniales;Syndiniales	4
Eukaryota;Chromalveolata;Stramenopiles;Bicosoecida;Unclassified Bicosoecida	4
Eukaryota;Chromalveolata;Stramenopiles;Phaeophyceae;Dictyotales	4
Eukaryota;Excavata;Euglenozoa;Kinetoplastea;Prokinetoplastina	4
Eukaryota;Fungi;Ascomycota;Taphrinomycotina;Unclassified Taphrinomycotina	4
Eukaryota;Fungi;Basidiomycota;Basidiomycota;Wallemiales	4
Eukaryota;Fungi;Chytridiomycota;Incertae Sedis;Rozella	4
Eukaryota;Metazoa;Arthropoda;Myriapoda;Chilopoda	4
Eukaryota;Metazoa;Arthropoda;Myriapoda;Diplopoda	4
Eukaryota;Metazoa;Echinodermata;Echinodermata;Family Incertae Sedis	4
Eukaryota;Metazoa;Mollusca;Gastropoda;Caenogastropoda	4
Eukaryota;Metazoa;Mollusca;Gastropoda;Heterobranchia	4
Eukaryota;Metazoa;Platyhelminthes;Turbellaria;Catenulida	4
Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellidae	4
Eukaryota;Unikonta;Choanomonada;Unclassified Choanomonada;	4
Eukaryota;Viridiplantae;Chlorophyta;Chlorophyceae;Scenedesmus	4
Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Myrtales	4
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group	3
