genome,score
public_SRR14721996_metabat2_bin.8.fa,94.05640483270864
public_SRR14722033_concoct_bin.2.fa,96.94118128532311
public_SRR14722129_metabat2_bin.3.fa,97.68221521225608
public_SRR5808932_concoct_bin.35.fa,98.33245946682001
public_SRR7232211_concoct_bin.3.fa,99.95965355372617
public_SRR7232212_metabat2_bin.5.fa,95.30617300059468
public_SRR7232213_concoct_bin.1.fa,99.10348135086869
public_SRR7232214_concoct_bin.6.fa,96.26692909942537
private_VT38_concoct_bin.3.fa,87.60512547586939
private_VT26_concoct_bin.9.fa,93.23123929959482
private_X9_concoct_bin.20.fa,95.70073329836832
public_SRR5808930_metabat2_bin.9.fa,100.65479184662543
public_SRR14722026_metabat2_bin.4.fa,96.1447968991064
public_SRR14722291_concoct_bin.3.fa,92.04699447870507
private_VT15_metabat2_bin.1.fa,99.03611676055736
public_SRR14722124_metabat2_bin.8.fa,92.24026666134675
private_VT12_concoct_bin.10.fa,99.41703222645717
private_VT2_concoct_bin.17.fa,95.69234864943523
private_VT33_concoct_bin.0.fa,94.55248206835914
private_TS1974_concoct_bin.10.fa,101.55321325133274
public_SRR14721985_metabat2_bin.4.fa,87.73078899826093
private_VT1_metabat2_bin.10.fa,89.96249863784504
private_X3_concoct_bin.10.fa,98.5848405307956
public_SRR14722007_metabat2_bin.10.fa,95.0303374032561
public_SRR14722140_metabat2_bin.5.fa,92.13958261091517
private_VT31_metabat2_bin.4.fa,98.54898386844238
public_SRR14722118_metabat2_bin.5.fa,92.90134523702619
private_X1_concoct_bin.13.fa,101.06428845399431
private_X7_concoct_bin.1.fa,98.83506985404036
private_VT19_concoct_bin.7.fa,92.72053767566547
private_X12_concoct_bin.4.fa,86.1801977856669
private_GTX0161_concoct_merged.0.fa,87.92667568381634
private_VT22_concoct_bin.7.fa,89.93770047775693
private_X10_concoct_bin.0.fa,83.80955668173874
public_SRR13125477_concoct_bin.14.fa,99.46734803422956
public_SRR14722132_metabat2_bin.8.fa,87.920895819592
public_SRR14722014_metabat2_bin.1.fa,93.43391409879919
public_SRR14722219_metabat2_bin.6.fa,94.21312028312754
public_SRR14722002_metabat2_bin.2.fa,93.58813779379027
public_SRR14722302_concoct_merged.0.fa,90.18485675239647
public_SRR14721974_metabat2_bin.1.fa,91.65239705519434
public_SRR14722020_concoct_merged.0.fa,82.33708373980755
public_SRR14722021_metabat2_bin.1.fa,90.73978107648699
public_SRR14722325_metabat2_bin.1.fa,89.04613218039415
public_SRR14722289_concoct_bin.0.fa,95.0270121559203
public_SRR14722326_metabat2_bin.1.fa,93.87103497794274
public_SRR14721979_metabat2_bin.1.fa,90.20901530629517
public_SRR14722310_metabat2_bin.3.fa,92.85419334383342
public_SRR14722000_concoct_merged.0.fa,87.13929566341002
public_SRR14722151_metabat2_bin.3.fa,91.27952174980159
public_SRR14721997_metabat2_bin.1.fa,86.67023941282574
public_SRR14722028_metabat2_bin.1.fa,91.11044636814579
public_SRR14722077_concoct_merged.0.fa,86.5885884949432
public_SRR14722139_metabat2_bin.5.fa,95.7041932375812
public_SRR14722329_metabat2_bin.1.fa,93.7846228767138
public_SRR14721943_metabat2_bin.1.fa,95.71208570434524
public_SRR14722068_metabat2_bin.3.fa,94.95499269836118
public_SRR14722108_metabat2_bin.1.fa,93.41987729573846
public_SRR14721956_metabat2_bin.3.fa,89.39051191101579
public_SRR14722174_metabat2_bin.2.fa,92.08752219762921
public_SRR14722166_concoct_bin.2.fa,92.16260042263819
public_SRR14722168_metabat2_bin.6.fa,93.2678716413188
public_SRR14722130_metabat2_bin.9.fa,86.88545340682718
public_SRR14721935_metabat2_bin.5.fa,90.55728881350007
private_VT16_concoct_bin.11.fa,98.73695727387404
public_SRR14722300_metabat2_bin.4.fa,97.25820031152747
public_SRR14722169_metabat2_bin.6.fa,94.36020425004479
public_SRR14722038_metabat2_bin.1.fa,95.16513418331621
public_SRR12240174_metabat2_bin.2.fa,90.45217927485075
public_SRR12240175_concoct_merged.0.fa,97.0756020434852
public_SRR12240177_metabat2_bin.4.fa,97.26836817818085
public_SRR12240178_metabat2_bin.6.fa,97.48351777549247
public_SRR12240179_concoct_bin.1.fa,95.70020044951
public_SRR12240180_concoct_bin.4.fa,84.9181547101193
public_SRR12240187_metabat2_bin.8.fa,96.02136685312227
public_SRR12240188_concoct_bin.1.fa,96.43827056631206
public_SRR13126796_metabat2_bin.1.fa,85.52868171176348
public_SRR13167197_metabat2_bin.1.fa,96.83003185736376
public_SRR14722127_concoct_bin.0.fa,89.01192193565157
public_SRR13125985_concoct_bin.8.fa,89.68231737154096
public_SRR13126647_concoct_merged.0.fa,84.58416765763064
public_SRR13126828_metabat2_bin.1.fa,94.91019949448301
public_SRR13126859_metabat2_bin.7.fa,97.09494174466774
public_SRR14721992_concoct_merged.0.fa,72.90661134435602
public_SRR14722106_metabat2_bin.2.fa,95.31932874666097
public_SRR14722004_metabat2_bin.1.fa,93.60128858046026
public_SRR14722006_metabat2_bin.2.fa,93.6039772154654
public_SRR14721927_metabat2_bin.2.fa,95.51235836370024
private_T1914_metabat2_bin.5.fa,97.32646835910158
public_SRR14722015_metabat2_bin.2.fa,60.12703616044776
public_SRR14722197_metabat2_bin.3.fa,89.54997287943718
public_SRR14722161_metabat2_bin.6.fa,95.4499883618163
public_SRR1531545_concoct_bin.10.fa,96.19093157334889
public_SRR14722145_metabat2_bin.10.fa,88.22605704245348
public_SRR14721954_metabat2_bin.3.fa,81.77255809751095
public_SRR14722288_metabat2_bin.3.fa,96.74395875885148
public_SRR1531517_concoct_bin.16.fa,100.42224237048801
public_SRR14722279_metabat2_bin.4.fa,96.70939874302302
public_SRR14721973_metabat2_bin.2.fa,77.36094773683392
public_SRR14721926_metabat2_bin.3.fa,93.39634534739032
public_SRR14721929_metabat2_bin.13.fa,94.53959230207592
public_SRR13685158_concoct_merged.0.fa,89.71836214714901
public_SRR14722311_concoct_merged.0.fa,88.59104237055999
public_SRR14722037_metabat2_bin.2.fa,92.20009311895818
public_SRR14722280_metabat2_bin.4.fa,97.19920710740061
public_SRR14722281_metabat2_bin.1.fa,95.28507747248356
public_SRR14722222_metabat2_bin.6.fa,96.30001079518479
public_SRR14722312_concoct_bin.10.fa,93.65112159162466
public_SRR14722318_metabat2_bin.2.fa,93.97795875325504
public_SRR14721986_metabat2_bin.4.fa,91.72998723126524
public_SRR14721990_metabat2_bin.6.fa,94.83301013960228
public_SRR14722092_concoct_merged.0.fa,84.43273506649082
public_SRR14722181_concoct_bin.9.fa,91.41597885626712
public_SRR14722039_metabat2_bin.7.fa,88.40681310313647
public_SRR14722085_metabat2_bin.6.fa,92.81453031456246
public_SRR14722221_metabat2_bin.2.fa,91.31372725920264
public_SRR14721933_metabat2_bin.1.fa,97.50581052381366
public_SRR14721984_concoct_merged.0.fa,84.78149481998767
public_SRR14722056_metabat2_bin.4.fa,81.08036231380758
public_SRR14722010_metabat2_bin.2.fa,82.31445798922692
public_SRR14722067_metabat2_bin.8.fa,78.24095962121812
public_SRR14722136_concoct_merged.0.fa,85.70603862848473
public_SRR14722330_concoct_merged.0.fa,83.8494121193387
public_SRR14721949_concoct_bin.4.fa,89.37856424584736
public_SRR14722083_concoct_bin.22.fa,88.1493663511989
public_SRR14722105_concoct_merged.0.fa,87.31622741641068
public_SRR14722278_concoct_bin.6.fa,91.74688221638219
public_SRR14722024_concoct_bin.3.fa,87.59579216967994
public_SRR12240183_metabat2_bin.10.fa,101.12775795649922
public_SRR1532736_concoct_bin.13.fa,78.47131083576159
public_SRR14721942_metabat2_bin.2.fa,96.66031206009362
public_SRR14722128_metabat2_bin.9.fa,95.25525541908365
private_T1889_concoct_bin.16.fa,88.62518986250493
public_SRR14722135_metabat2_bin.5.fa,79.86190529754906
public_SRR14722152_metabat2_bin.2.fa,66.8276413189991
public_SRR14722067_metabat2_bin.1.fa,65.7013040062208
public_SRR14722188_concoct_bin.30.fa,100.22963575590306
private_T1867_metabat2_bin.4.fa,79.15082039933091
private_T1894_concoct_bin.66.fa,79.28091477230464
public_SRR14722042_metabat2_bin.4.fa,56.171883000066956
public_SRR11456919_concoct_bin.22.fa,88.93686667554819
public_SRR13685159_concoct_merged.0.fa,99.02772624644163
public_SRR11456915_concoct_bin.5.fa,71.90098863161805
public_ERR4179390_concoct_bin.45.fa,88.46569693756784
public_SRR14722177_metabat2_bin.9.fa,66.82393884728998
public_SRR14721929_concoct_bin.20.fa,62.50404897316263
public_SRR14722116_metabat2_bin.5.fa,64.53824162791683
public_SRR14722120_metabat2_bin.4.fa,52.09034901484882
private_T1882_metabat2_merged.0.fa,68.79420287008787
private_X11_concoct_bin.15.fa,70.21188379164839
private_T1912_concoct_bin.0.fa,62.32161172574322
private_X10_concoct_bin.7.fa,67.0470243251299
public_SRR7232212_concoct_bin.0.fa,68.58590919080584
public_SRR7232213_concoct_bin.0.fa,70.63020202736497
public_SRR7232214_concoct_bin.9.fa,67.61282965490082
public_ERR4179390_concoct_bin.75.fa,99.5190686359158
private_T1881_metabat2_bin.1.fa,53.34768394728479
private_TS1974_concoct_bin.29.fa,76.28604237751469
private_GTX0161_concoct_bin.0.fa,77.12096183380548
private_X1_metabat2_bin.11.fa,74.5032965218417
private_X7_metabat2_bin.4.fa,74.50257771040435
private_T1889_concoct_merged.0.fa,71.51664345963863
private_T1904_concoct_bin.38.fa,79.54428384305095
private_T1914_concoct_bin.18.fa,77.82092717109941
private_VT38_concoct_bin.4.fa,72.51279682109927
public_SRR13125762_concoct_merged.0.fa,59.83760414305494
public_SRR5808932_metabat2_bin.2.fa,72.08235999222045
public_SRR7232211_concoct_bin.8.fa,75.90351617981605
public_SRR2387885_metabat2_bin.2.fa,89.56859586828757
private_X2_concoct_bin.1.fa,70.25262805813149
public_SRR13125477_metabat2_bin.13.fa,63.651708722601086
private_GTX0163_concoct_bin.46.fa,68.18875785239938
public_SRR1532736_concoct_bin.20.fa,50.841599386984306
public_SRR14722143_metabat2_bin.4.fa,93.39077927475786
public_SRR7232212_concoct_bin.12.fa,96.67040046129777
